Gene stable ID	Transcript stable ID	UniProtKB/Swiss-Prot ID	UniProtKB generic accession number (TrEMBL or SwissProt not differentiated) ID	Gene start (bp)	Gene end (bp)
YLR107W	YLR107W_mRNA	Q12090	A0A8H4BXA5	364116	365330
YJR135C	YJR135C_mRNA	P47167	A0A8H4BZV4	676059	676778
YJR135C	YJR135C_mRNA	P47167	P47167	676059	676778
YLR139C	YLR139C_mRNA	P42900	P42900	421542	423473
YLR139C	YLR139C_mRNA	P42900	A0A8H4BZJ1	421542	423473
YKL085W	YKL085W_mRNA	P17505	A0A6A5PW94	279123	280127
YKL085W	YKL085W_mRNA	P17505	P17505	279123	280127
YPR022C	YPR022C_mRNA	Q12139	A0A8H4BV88	603911	607312
YPR022C	YPR022C_mRNA	Q12139	Q12139	603911	607312
YDL130W-A	YDL130W-A_mRNA	P01098	P01098	229171	229431
YDL130W-A	YDL130W-A_mRNA	P01098	A0A6A5Q1Q2	229171	229431
YNR024W	YNR024W_mRNA	P53725	A0A6A5Q5N5	672409	672969
YNR024W	YNR024W_mRNA	P53725	P53725	672409	672969
YLR305C	YLR305C_mRNA	P37297	P37297	738161	743863
YLR339C	YLR339C_mRNA	O94085	O94085	805784	806335
YNL024C	YNL024C_mRNA	P53970	P53970	587107	587847
YNL024C	YNL024C_mRNA	P53970	A0A6A5Q7H8	587107	587847
YLR062C	YLR062C_mRNA	Q07992	Q07992	263577	263954
YDR210W	YDR210W_mRNA	Q03482	Q03482	871074	871301
YDR210W	YDR210W_mRNA	Q03482	A0A6A5Q2G0	871074	871301
YOR097C	YOR097C_mRNA	Q12274	A0A6A5Q3T8	506978	507505
YOR097C	YOR097C_mRNA	Q12274	Q12274	506978	507505
YPR175W	YPR175W_mRNA	P24482	P24482	888974	891043
YKL165C	YKL165C_mRNA	P36051	P36051	137932	140691
YKL165C	YKL165C_mRNA	P36051	A0A6A5PS48	137932	140691
YDR260C	YDR260C_mRNA	Q12379	Q12379	976717	977229
YDR260C	YDR260C_mRNA	Q12379	A0A8H8UNG4	976717	977229
YIL021C-A	YIL021C-A_mRNA	Q8TGN4	Q8TGN4	313199	313468
YMR231W	YMR231W_mRNA	P12868	P12868	733545	736634
YMR231W	YMR231W_mRNA	P12868	A0A8H4BWL2	733545	736634
YGR107W	YGR107W_mRNA	P53263	P53263	702667	703116
YBR172C	YBR172C_mRNA	P32909	P32909	579150	581372
YBR172C	YBR172C_mRNA	P32909	A0A8H4BUF8	579150	581372
YLR334C	YLR334C_mRNA	Q06127	Q06127	796698	797078
YJL049W	YJL049W_mRNA	P47048	A0A6A5PUM0	345973	347325
YJL049W	YJL049W_mRNA	P47048	P47048	345973	347325
YBL097W	YBL097W_mRNA	P38170	A0A8H4BUW3	40831	43095
YBL097W	YBL097W_mRNA	P38170	P38170	40831	43095
YMR081C	YMR081C_mRNA	P32488	A0A8H4BWC6	430079	431095
YMR081C	YMR081C_mRNA	P32488	P32488	430079	431095
YBR050C	YBR050C_mRNA	P38232	P38232	337183	338199
YBR050C	YBR050C_mRNA	P38232	A0A8H4BV97	337183	338199
YNL018C	YNL018C_mRNA	P53976	A0A8H4F7Z2	599936	601774
YNL018C	YNL018C_mRNA	P53976	P53976	599936	601774
YIL090W	YIL090W_mRNA	P40499	A0A6A5Q2S5	193595	195070
YIL090W	YIL090W_mRNA	P40499	P40499	193595	195070
YPL068C	YPL068C_mRNA	Q02749	Q02749	424215	425096
YPL068C	YPL068C_mRNA	Q02749	A0A8H4BUT5	424215	425096
YCR093W	YCR093W_mRNA	P25655	P25655	280117	286443
YCR093W	YCR093W_mRNA	P25655	A0A8H4BTX2	280117	286443
YML051W	YML051W_mRNA	P04387	A0A8H4F7X4	171594	172901
YML051W	YML051W_mRNA	P04387	P04387	171594	172901
YLL002W	YLL002W_mRNA	Q07794	Q07794	146291	147601
YLL002W	YLL002W_mRNA	Q07794	A0A8H4BWZ0	146291	147601
YDL017W	YDL017W_mRNA	P06243	A0A8H8UMQ7	424209	425732
YDL017W	YDL017W_mRNA	P06243	P06243	424209	425732
YDR073W	YDR073W_mRNA	P38956	P38956	592439	592948
YDR073W	YDR073W_mRNA	P38956	A0A8H8UMY9	592439	592948
YOL083C-A	YOL083C-A_mRNA	P0C5R4	P0C5R4	166461	166601
YER026C	YER026C_mRNA	P08456	A0A6A5PWD1	207644	208474
YER026C	YER026C_mRNA	P08456	P08456	207644	208474
YBR183W	YBR183W_mRNA	P38298	P38298	596115	597065
YBR183W	YBR183W_mRNA	P38298	A0A6A5Q4K8	596115	597065
YDL069C	YDL069C_mRNA	P14066	P14066	333121	333810
YDL069C	YDL069C_mRNA	P14066	A0A8H8UML5	333121	333810
YLR070C	YLR070C_mRNA	Q07993	A0A8H4F9T8	274141	275211
YLR070C	YLR070C_mRNA	Q07993	Q07993	274141	275211
YHR139C-A	YHR139C-A_mRNA	O13536	A0A8H4C227	380108	380419
YHR139C-A	YHR139C-A_mRNA	O13536	O13536	380108	380419
YMR314W	YMR314W_mRNA	P40302	P40302	901709	902413
YMR314W	YMR314W_mRNA	P40302	A0A6A5PTH4	901709	902413
YKL003C	YKL003C_mRNA	P28778	A0A7I9FCJ4	437097	437492
YKL003C	YKL003C_mRNA	P28778	P28778	437097	437492
YKL072W	YKL072W_mRNA	P36085	P36085	299582	301882
YKL072W	YKL072W_mRNA	P36085	A0A8H4C0F0	299582	301882
YDR455C	YDR455C_mRNA	P87271	P87271	1367373	1367681
YNL033W	YNL033W_mRNA	P53964	A0A8H4F7Y7	572999	573853
YNL033W	YNL033W_mRNA	P53964	P53964	572999	573853
YDR461W	YDR461W_mRNA	P34165	A0A8H8UNZ4	1385176	1385286
YDR461W	YDR461W_mRNA	P34165	P34165	1385176	1385286
YHR111W	YHR111W_mRNA	P38820	A0A8H4BZU9	333072	334394
YHR111W	YHR111W_mRNA	P38820	P38820	333072	334394
YIL012W	YIL012W_mRNA	P40551	A0A8H4C0C0	333011	333352
YIL012W	YIL012W_mRNA	P40551	P40551	333011	333352
YDR435C	YDR435C_mRNA	Q04081	A0A8H8UNX3	1332983	1333969
YDR435C	YDR435C_mRNA	Q04081	Q04081	1332983	1333969
YKL177W	YKL177W_mRNA	P34238	P34238	114356	114694
YJR155W	YJR155W_mRNA	P47182	A0A8H4BYU9	727405	728271
YJR155W	YJR155W_mRNA	P47182	P47182	727405	728271
YJL109C	YJL109C_mRNA	P42945	P42945	212000	217309
YJL109C	YJL109C_mRNA	P42945	A0A8H4F9A5	212000	217309
Q0060	Q0060_mRNA	P03877	P03877	13818	19996
YDL063C	YDL063C_mRNA	Q07395	Q07395	338272	340134
YDL063C	YDL063C_mRNA	Q07395	A0A8H8UML9	338272	340134
YJL013C	YJL013C_mRNA	P47074	P47074	409493	411040
YJL013C	YJL013C_mRNA	P47074	A0A8H4BYM8	409493	411040
YDR121W	YDR121W_mRNA	Q04603	A0A8H8UN35	693585	694175
YDR121W	YDR121W_mRNA	Q04603	Q04603	693585	694175
YDR178W	YDR178W_mRNA	P37298	A0A6A5PZQ2	817950	818495
YDR178W	YDR178W_mRNA	P37298	P37298	817950	818495
YDL013W	YDL013W_mRNA	P32828	P32828	429067	430926
YDL013W	YDL013W_mRNA	P32828	A0A6A5PY40	429067	430926
YDR534C	YDR534C_mRNA	Q04433	A0A8H8UP63	1503314	1504900
YDR534C	YDR534C_mRNA	Q04433	Q04433	1503314	1504900
YLR157C	YLR157C_mRNA	P0CZ17	P0CX78	472969	474057
YLR157C	YLR157C_mRNA	P0CZ17	P0CX79	472969	474057
YLR157C	YLR157C_mRNA	P0CZ17	P0CX77	472969	474057
YLR157C	YLR157C_mRNA	P0CZ17	P0CZ17	472969	474057
YLR157C	YLR157C_mRNA	P0CX77	P0CX78	472969	474057
YLR157C	YLR157C_mRNA	P0CX77	P0CX79	472969	474057
YLR157C	YLR157C_mRNA	P0CX77	P0CX77	472969	474057
YLR157C	YLR157C_mRNA	P0CX77	P0CZ17	472969	474057
YLR157C	YLR157C_mRNA	P0CX78	P0CX78	472969	474057
YLR157C	YLR157C_mRNA	P0CX78	P0CX79	472969	474057
YLR157C	YLR157C_mRNA	P0CX78	P0CX77	472969	474057
YLR157C	YLR157C_mRNA	P0CX78	P0CZ17	472969	474057
YLR157C	YLR157C_mRNA	P0CX79	P0CX78	472969	474057
YLR157C	YLR157C_mRNA	P0CX79	P0CX79	472969	474057
YLR157C	YLR157C_mRNA	P0CX79	P0CX77	472969	474057
YLR157C	YLR157C_mRNA	P0CX79	P0CZ17	472969	474057
YGL039W	YGL039W_mRNA	P53183	P53183	423961	425007
YGL039W	YGL039W_mRNA	P53183	A0A8H4C1E1	423961	425007
YCR012W	YCR012W_mRNA	P00560	P00560	137746	138996
YCR012W	YCR012W_mRNA	P00560	A0A6A5Q0F0	137746	138996
YOL086W-A	YOL086W-A_mRNA	Q3E835	A0A8H4BUT3	159173	159445
YOL086W-A	YOL086W-A_mRNA	Q3E835	Q3E835	159173	159445
YHR049W	YHR049W_mRNA	P38777	A0A6A5PX45	206462	207193
YHR049W	YHR049W_mRNA	P38777	P38777	206462	207193
YMR113W	YMR113W_mRNA	Q12676	A0A8H4F824	494999	496282
YMR113W	YMR113W_mRNA	Q12676	Q12676	494999	496282
YPL055C	YPL055C_mRNA	Q02796	A0A8H4F867	453992	454990
YPL055C	YPL055C_mRNA	Q02796	Q02796	453992	454990
YBR213W	YBR213W_mRNA	P15807	P15807	650368	651192
YBR213W	YBR213W_mRNA	P15807	A0A8H4BU61	650368	651192
YLR226W	YLR226W_mRNA	Q05949	Q05949	589354	590541
YCR075C	YCR075C_mRNA	P17261	P17261	248033	248815
YCR075C	YCR075C_mRNA	P17261	A0A6A5Q3N9	248033	248815
YDR392W	YDR392W_mRNA	P06844	A0A6A5Q085	1258696	1259709
YDR392W	YDR392W_mRNA	P06844	P06844	1258696	1259709
YAL051W	YAL051W_mRNA	P39720	P39720	48564	51707
YAL051W	YAL051W_mRNA	P39720	A0A8H4C0H5	48564	51707
YPL079W	YPL079W_mRNA	Q12672	Q12672	406636	407539
YOR337W	YOR337W_mRNA	P47988	P47988	954344	956623
YOR337W	YOR337W_mRNA	P47988	A0A8H4BXE0	954344	956623
YDR034C-A	YDR034C-A_mRNA	P0C289	A0A8H8UMV3	520516	520692
YDR034C-A	YDR034C-A_mRNA	P0C289	P0C289	520516	520692
YML031C-A	YML031C-A_mRNA	A0A023PXH2	A0A023PXH2	214086	214421
YOL100W	YOL100W_mRNA	Q12236	A0A8H4BVA5	129237	132482
YOL100W	YOL100W_mRNA	Q12236	Q12236	129237	132482
YCL043C	YCL043C_mRNA	P17967	P17967	48653	50221
YCL043C	YCL043C_mRNA	P17967	A0A8H4F7M1	48653	50221
YKL186C	YKL186C_mRNA	P34232	P34232	92744	93298
YKL186C	YKL186C_mRNA	P34232	A0A6A5PVH9	92744	93298
YDL132W	YDL132W_mRNA	Q12018	Q12018	224304	226751
YDL132W	YDL132W_mRNA	Q12018	A0A8H8UMG2	224304	226751
YCL025C	YCL025C_mRNA	P25376	P25376	76018	77919
YOR289W	YOR289W_mRNA	Q12012	A0A8H4BV65	853357	854112
YOR289W	YOR289W_mRNA	Q12012	Q12012	853357	854112
YMR263W	YMR263W_mRNA	P38429	P38429	794919	795524
YMR263W	YMR263W_mRNA	P38429	A0A8H4BWQ9	794919	795524
YCL067C	YCL067C_mRNA	P0CY09	P0CY08	12386	13018
YCL067C	YCL067C_mRNA	P0CY09	A0A6L1A8U8	12386	13018
YCL067C	YCL067C_mRNA	P0CY09	P0CY09	12386	13018
YCL067C	YCL067C_mRNA	P0CY08	P0CY08	12386	13018
YCL067C	YCL067C_mRNA	P0CY08	A0A6L1A8U8	12386	13018
YCL067C	YCL067C_mRNA	P0CY08	P0CY09	12386	13018
YBR113W	YBR113W_mRNA	P38267	P38267	465566	466048
YPL150W	YPL150W_mRNA	Q12152	A0A8H4BU16	268188	270893
YPL150W	YPL150W_mRNA	Q12152	Q12152	268188	270893
YLL048C	YLL048C_mRNA	P32386	A0A8H4BY96	41280	46265
YLL048C	YLL048C_mRNA	P32386	P32386	41280	46265
YGL123C-A	YGL123C-A_mRNA	Q8TGP1	Q8TGP1	277634	277864
YDR535C	YDR535C_mRNA	Q04434	Q04434	1506606	1507362
YML034W	YML034W_mRNA	Q03707	Q03707	209525	212155
YDR202C	YDR202C_mRNA	Q03956	Q03956	856898	857953
YDR202C	YDR202C_mRNA	Q03956	A0A6A5PZP3	856898	857953
YBL091C-A	YBL091C-A_mRNA	Q6Q595	Q6Q595	46565	47180
YER099C	YER099C_mRNA	P38620	A0A6A5Q0C0	358105	359061
YER099C	YER099C_mRNA	P38620	P38620	358105	359061
YGL002W	YGL002W_mRNA	P53198	P53198	494517	495167
YGL002W	YGL002W_mRNA	P53198	A0A6A5PWV2	494517	495167
YMR131C	YMR131C_mRNA	Q04225	A0A8H4F9I0	533163	534698
YMR131C	YMR131C_mRNA	Q04225	Q04225	533163	534698
YNL141W	YNL141W_mRNA	P53909	A0A6A5Q8C4	359596	360639
YNL141W	YNL141W_mRNA	P53909	P53909	359596	360639
YOR255W	YOR255W_mRNA	Q08692	Q08692	807271	808107
YOR255W	YOR255W_mRNA	Q08692	A0A8H4BX81	807271	808107
YLL024C	YLL024C_mRNA	P10592	A0A8H4BXW7	95566	97485
YLL024C	YLL024C_mRNA	P10592	P10592	95566	97485
YBR196C-A	YBR196C-A_mRNA	Q3E820	Q3E820	614024	614173
YBR196C-A	YBR196C-A_mRNA	Q3E820	A0A8H4F7Z5	614024	614173
YEL048C	YEL048C_mRNA	P32613	P32613	64709	65167
YEL048C	YEL048C_mRNA	P32613	A0A8H8ULG7	64709	65167
YDL050C	YDL050C_mRNA	Q07355	Q07355	364446	364817
YLR009W	YLR009W_mRNA	Q07915	A0A6A5PUP3	166537	167136
YLR009W	YLR009W_mRNA	Q07915	Q07915	166537	167136
YOR304W	YOR304W_mRNA	Q08773	Q08773	884514	887876
YOR304W	YOR304W_mRNA	Q08773	A0A8H4BV81	884514	887876
YPR192W	YPR192W_mRNA	P0CD91	D3W7A4	921860	922777
YPR192W	YPR192W_mRNA	P0CD91	P0CD91	921860	922777
YJL141C	YJL141C_mRNA	P14680	A0A8H4F995	147967	150390
YJL141C	YJL141C_mRNA	P14680	P14680	147967	150390
YHR131W-A	YHR131W-A_mRNA	A0A023PXM2	A0A023PXM2	367747	367992
YIL024C	YIL024C_mRNA	P40543	A0A6A5Q3S7	308602	309171
YIL024C	YIL024C_mRNA	P40543	P40543	308602	309171
YLR057W	YLR057W_mRNA	Q12205	A0A8H4BX76	255306	257855
YLR057W	YLR057W_mRNA	Q12205	Q12205	255306	257855
YCR023C	YCR023C_mRNA	P25351	P25351	158538	160373
YCR023C	YCR023C_mRNA	P25351	A0A8H4BTT2	158538	160373
YJL133C-A	YJL133C-A_mRNA	Q3E7A3	Q3E7A3	159623	159847
YJL133C-A	YJL133C-A_mRNA	Q3E7A3	A0A8H4BYL4	159623	159847
YGR044C	YGR044C_mRNA	P32338	B8XW44	582990	583892
YGR044C	YGR044C_mRNA	P32338	P32338	582990	583892
YDR524C-A	YDR524C-A_mRNA	Q8TGR6	Q8TGR6	1489871	1489990
YOL163W	YOL163W_mRNA	P0CF20	P0CF20	9597	10106
YOL163W	YOL163W_mRNA	P0CF20	A0A8H4BWF9	9597	10106
YKR032W	YKR032W_mRNA	P36127	P36127	506517	506831
YKR032W	YKR032W_mRNA	P36127	A0A8H4F952	506517	506831
YBR286W	YBR286W_mRNA	P37302	P37302	774700	776313
YBR286W	YBR286W_mRNA	P37302	A0A8H4F6K7	774700	776313
YMR310C	YMR310C_mRNA	Q04867	A0A8H4BWR7	895716	896669
YMR310C	YMR310C_mRNA	Q04867	Q04867	895716	896669
YKL132C	YKL132C_mRNA	P36001	A0A8H4BXX3	193574	194866
YKL132C	YKL132C_mRNA	P36001	P36001	193574	194866
YJL178C	YJL178C_mRNA	P46989	P46989	89282	90097
YJL178C	YJL178C_mRNA	P46989	A0A8H4BZW2	89282	90097
YMR034C	YMR034C_mRNA	Q05131	A0A8H4FB54	339418	340722
YMR034C	YMR034C_mRNA	Q05131	Q05131	339418	340722
YEL070W	YEL070W_mRNA	P0CX08	P0CX08	19589	21097
YEL070W	YEL070W_mRNA	P0CX08	P0CX09	19589	21097
YEL070W	YEL070W_mRNA	P0CX08	A0A8H8ULE5	19589	21097
YEL070W	YEL070W_mRNA	P0CX09	P0CX08	19589	21097
YEL070W	YEL070W_mRNA	P0CX09	P0CX09	19589	21097
YEL070W	YEL070W_mRNA	P0CX09	A0A8H8ULE5	19589	21097
YNL320W	YNL320W_mRNA	P42840	P42840	37700	38554
YNL320W	YNL320W_mRNA	P42840	A0A8H4F7I0	37700	38554
YLR348C	YLR348C_mRNA	Q06143	A0A6A5PWS6	826977	827873
YLR348C	YLR348C_mRNA	Q06143	Q06143	826977	827873
YPL226W	YPL226W_mRNA	Q08972	Q08972	121767	125357
YPL226W	YPL226W_mRNA	Q08972	A0A6A5Q1Q6	121767	125357
YER025W	YER025W_mRNA	P32481	P32481	205251	206834
YER025W	YER025W_mRNA	P32481	A0A6A5Q017	205251	206834
YJR022W	YJR022W_mRNA	P47093	A0A8H4C124	469784	470113
YJR022W	YJR022W_mRNA	P47093	P47093	469784	470113
YBR268W	YBR268W_mRNA	P36532	P36532	741299	741616
YBR268W	YBR268W_mRNA	P36532	A0A8H4BUM2	741299	741616
YPL115C	YPL115C_mRNA	P32873	A0A8H4BTS8	332100	335486
YPL115C	YPL115C_mRNA	P32873	P32873	332100	335486
YEL075W-A	YEL075W-A_mRNA	P89888	P89888	4870	5481
YPL283W-A	YPL283W-A_mRNA	P0CL27	P0CL31	1426	2001
YPL283W-A	YPL283W-A_mRNA	P0CL27	P0CL29	1426	2001
YPL283W-A	YPL283W-A_mRNA	P0CL27	P0CL30	1426	2001
YPL283W-A	YPL283W-A_mRNA	P0CL27	P0CL28	1426	2001
YPL283W-A	YPL283W-A_mRNA	P0CL27	P0CL27	1426	2001
YPL283W-A	YPL283W-A_mRNA	P0CL28	P0CL31	1426	2001
YPL283W-A	YPL283W-A_mRNA	P0CL28	P0CL29	1426	2001
YPL283W-A	YPL283W-A_mRNA	P0CL28	P0CL30	1426	2001
YPL283W-A	YPL283W-A_mRNA	P0CL28	P0CL28	1426	2001
YPL283W-A	YPL283W-A_mRNA	P0CL28	P0CL27	1426	2001
YPL283W-A	YPL283W-A_mRNA	P0CL29	P0CL31	1426	2001
YPL283W-A	YPL283W-A_mRNA	P0CL29	P0CL29	1426	2001
YPL283W-A	YPL283W-A_mRNA	P0CL29	P0CL30	1426	2001
YPL283W-A	YPL283W-A_mRNA	P0CL29	P0CL28	1426	2001
YPL283W-A	YPL283W-A_mRNA	P0CL29	P0CL27	1426	2001
YPL283W-A	YPL283W-A_mRNA	P0CL30	P0CL31	1426	2001
YPL283W-A	YPL283W-A_mRNA	P0CL30	P0CL29	1426	2001
YPL283W-A	YPL283W-A_mRNA	P0CL30	P0CL30	1426	2001
YPL283W-A	YPL283W-A_mRNA	P0CL30	P0CL28	1426	2001
YPL283W-A	YPL283W-A_mRNA	P0CL30	P0CL27	1426	2001
YPL283W-A	YPL283W-A_mRNA	P0CL31	P0CL31	1426	2001
YPL283W-A	YPL283W-A_mRNA	P0CL31	P0CL29	1426	2001
YPL283W-A	YPL283W-A_mRNA	P0CL31	P0CL30	1426	2001
YPL283W-A	YPL283W-A_mRNA	P0CL31	P0CL28	1426	2001
YPL283W-A	YPL283W-A_mRNA	P0CL31	P0CL27	1426	2001
YAL043C	YAL043C_mRNA	Q01329	Q01329	58695	61052
YAL043C	YAL043C_mRNA	Q01329	A0A8H4C1E0	58695	61052
YOR077W	YOR077W_mRNA	P40962	A0A6A5Q3Z2	471899	472597
YOR077W	YOR077W_mRNA	P40962	P40962	471899	472597
YHR072W	YHR072W_mRNA	P38604	P38604	239098	241293
YPL170W	YPL170W_mRNA	Q12091	Q12091	228314	228772
YPL170W	YPL170W_mRNA	Q12091	A0A6A5Q5Z0	228314	228772
YKL223W	YKL223W_mRNA	P36031	P36031	2389	2721
YOR074C	YOR074C_mRNA	P06785	P06785	466675	467589
YOR074C	YOR074C_mRNA	P06785	A0A6A5Q3R9	466675	467589
YOR117W	YOR117W_mRNA	P33297	A0A6A5Q672	545029	546333
YOR117W	YOR117W_mRNA	P33297	P33297	545029	546333
YIL111W	YIL111W_mRNA			155311	155765
YDL109C	YDL109C_mRNA	Q12103	Q12103	265258	267201
YDL109C	YDL109C_mRNA	Q12103	A0A8H8UMI2	265258	267201
YDR211W	YDR211W_mRNA	P32501	P32501	884727	886865
YDR211W	YDR211W_mRNA	P32501	A0A8H8UNB8	884727	886865
YNL204C	YNL204C_mRNA	P32572	A0A8H4BVK2	258375	259277
YNL204C	YNL204C_mRNA	P32572	P32572	258375	259277
YNL106C	YNL106C_mRNA	P50942	P50942	420944	424495
YNL106C	YNL106C_mRNA	P50942	A0A8H4BWK9	420944	424495
YBR058C-A	YBR058C-A_mRNA	Q3E790	Q3E790	356324	356566
YBR058C-A	YBR058C-A_mRNA	Q3E790	A0A6A5Q613	356324	356566
YPL245W	YPL245W_mRNA	Q12179	Q12179	85586	86950
YPL245W	YPL245W_mRNA	Q12179	A0A8H4BUD5	85586	86950
YJL062W	YJL062W_mRNA	P40367	P40367	317284	319776
YJL062W	YJL062W_mRNA	P40367	A0A8H4F9B8	317284	319776
YKL078W	YKL078W_mRNA	P36009	A0A8H4F8T0	288845	291052
YKL078W	YKL078W_mRNA	P36009	P36009	288845	291052
YKL001C	YKL001C_mRNA	Q02196	Q02196	438777	439385
YKL001C	YKL001C_mRNA	Q02196	A0A6A5PWI1	438777	439385
YLR439W	YLR439W_mRNA	P36517	A0A6A5PRI0	1014491	1015450
YLR439W	YLR439W_mRNA	P36517	P36517	1014491	1015450
YJL197C-A	YJL197C-A_mRNA	P0C5P0	P0C5P0	65805	66086
YGR193C	YGR193C_mRNA	P16451	P16451	884509	885741
YGR193C	YGR193C_mRNA	P16451	A0A8H4C2I2	884509	885741
YNL338W	YNL338W_mRNA	P53820	P53820	6561	6719
YFL010W-A	YFL010W-A_mRNA	P32450	P32450	114990	115274
YFL010W-A	YFL010W-A_mRNA	P32450	A0A8H8UL73	114990	115274
YER126C	YER126C_mRNA	P40078	P40078	413394	414179
YER126C	YER126C_mRNA	P40078	A0A6A5PXG0	413394	414179
YDR110W	YDR110W_mRNA	O13329	O13329	676102	677802
YDR110W	YDR110W_mRNA	O13329	A0A8H8UN24	676102	677802
YKR040C	YKR040C_mRNA	P36133	P36133	518063	518566
YGL033W	YGL033W_mRNA	P53187	P53187	435625	436401
YKL046C	YKL046C_mRNA	P36091	A0A6A5PSK9	351275	352624
YKL046C	YKL046C_mRNA	P36091	P36091	351275	352624
YLR236C	YLR236C_mRNA	A0A023PZG4	A0A023PZG4	611794	612117
YGR165W	YGR165W_mRNA	P53292	P53292	829116	830153
YGR165W	YGR165W_mRNA	P53292	A0A8H4FBM6	829116	830153
YML103C	YML103C_mRNA	P52593	A0A8H4BW26	62582	67549
YML103C	YML103C_mRNA	P52593	P52593	62582	67549
YKR017C	YKR017C_mRNA	P36113	A0A8H4F947	471694	473349
YKR017C	YKR017C_mRNA	P36113	P36113	471694	473349
YJL082W	YJL082W_mRNA	P47031	P47031	281185	283380
YJL082W	YJL082W_mRNA	P47031	A0A6A5PUX0	281185	283380
YHR209W	YHR209W_mRNA	P38892	P38892	519437	520312
YHR209W	YHR209W_mRNA	P38892	A0A8H4FBF2	519437	520312
YGL030W	YGL030W_mRNA	P14120	P14120	439091	439638
YKL058W	YKL058W_mRNA	P32774	P32774	330166	330534
YKL058W	YKL058W_mRNA	P32774	A0A6A5PRZ0	330166	330534
Q0045	Q0045_mRNA	P00401	P00401	13818	26701
YKL208W	YKL208W_mRNA	P36038	A0A7I9BYF4	47157	47972
YKL208W	YKL208W_mRNA	P36038	P36038	47157	47972
YPR140W	YPR140W_mRNA	Q06510	Q06510	814391	815536
YPR140W	YPR140W_mRNA	Q06510	A0A8H4BU87	814391	815536
YLR345W	YLR345W_mRNA	Q06137	Q06137	820511	822040
YPR048W	YPR048W_mRNA	Q12181	A0A8H4BWC8	659182	661053
YPR048W	YPR048W_mRNA	Q12181	Q12181	659182	661053
YGL128C	YGL128C_mRNA	P52868	P52868	269293	270144
YGL128C	YGL128C_mRNA	P52868	A0A8H4FBK3	269293	270144
YAR066W	YAR066W_mRNA	P0CX18	P0CX19	221049	221660
YAR066W	YAR066W_mRNA	P0CX18	P0CX18	221049	221660
YAR066W	YAR066W_mRNA	P0CX18	A0A8H4C012	221049	221660
YAR066W	YAR066W_mRNA	P0CX19	P0CX19	221049	221660
YAR066W	YAR066W_mRNA	P0CX19	P0CX18	221049	221660
YAR066W	YAR066W_mRNA	P0CX19	A0A8H4C012	221049	221660
YMR306W	YMR306W_mRNA	Q04952	A0A8H4BWQ6	881159	886516
YMR306W	YMR306W_mRNA	Q04952	Q04952	881159	886516
YGL063C-A	YGL063C-A_mRNA	Q8TGP0	Q8TGP0	384502	384651
YOR055W	YOR055W_mRNA	Q08439	Q08439	429478	429912
YNL161W	YNL161W_mRNA	P53894	A0A8H4F958	332597	334867
YNL161W	YNL161W_mRNA	P53894	P53894	332597	334867
YCR010C	YCR010C_mRNA	P25613	A0A6A5PZC3	132273	133124
YCR010C	YCR010C_mRNA	P25613	P25613	132273	133124
YLR050C	YLR050C_mRNA	Q12155	A0A6A5PU93	245587	246072
YLR050C	YLR050C_mRNA	Q12155	Q12155	245587	246072
YOL166W-A	YOL166W-A_mRNA	Q8TGJ1	A0A8H4BWL4	585	740
YOL166W-A	YOL166W-A_mRNA	Q8TGJ1	Q8TGJ1	585	740
YHR107C	YHR107C_mRNA	P32468	P32468	326813	328036
YHR107C	YHR107C_mRNA	P32468	A0A6A5PZQ6	326813	328036
YIL095W	YIL095W_mRNA	P40494	A0A8H4C1H4	183937	186369
YIL095W	YIL095W_mRNA	P40494	P40494	183937	186369
YGL007C-A	YGL007C-A_mRNA	Q8TGU0	Q8TGU0	482941	483027
YGL007C-A	YGL007C-A_mRNA	Q8TGU0	A0A8H4C0C6	482941	483027
YHR071W	YHR071W_mRNA	P38794	P38794	237004	237693
YHR071W	YHR071W_mRNA	P38794	A0A6A5PUF7	237004	237693
YGL175C	YGL175C_mRNA	P46946	A0A8H4C2I8	173285	174322
YGL175C	YGL175C_mRNA	P46946	P46946	173285	174322
YBR287W	YBR287W_mRNA	P38355	P38355	776571	777854
YBR287W	YBR287W_mRNA	P38355	A0A8H4F9J3	776571	777854
YPR102C	YPR102C_mRNA	P0C0W9	A0A6A5Q7I9	731224	731748
YPR102C	YPR102C_mRNA	P0C0W9	P0C0W9	731224	731748
YNL247W	YNL247W_mRNA	P53852	A0A8H4BWG0	182875	185178
YNL247W	YNL247W_mRNA	P53852	P53852	182875	185178
YOL066C	YOL066C_mRNA	Q12362	A0A8H4BWM6	202696	204471
YOL066C	YOL066C_mRNA	Q12362	Q12362	202696	204471
YIL029W-A	YIL029W-A_mRNA	A0A023PZE9	A0A023PZE9	299735	300106
YNL285W	YNL285W_mRNA	P53831	P53831	96173	96544
YLR332W	YLR332W_mRNA	P36027	P36027	790676	791806
YLR332W	YLR332W_mRNA	P36027	A0A6A5PRN2	790676	791806
YJL120W	YJL120W_mRNA	P47020	P47020	191022	191345
YOR396W	YOR396W_mRNA	P0CX20	P0CX22	1085473	1090863
YOR396W	YOR396W_mRNA	P0CX20	P0CX21	1085473	1090863
YOR396W	YOR396W_mRNA	P0CX20	P0CX20	1085473	1090863
YOR396W	YOR396W_mRNA	P0CX20	A0A8H4BXM5	1085473	1090863
